41.36370	339.80	2.943	
41.49050	126.80	7.886	
47.35020	5859.70	0.171	
47.36480	14.60	68.493	
48.14920	784.40	1.275	
50.54300	2393.80	0.418	
50.73070	187.70	5.328	
51.27340	542.70	1.843	
51.28120	7.80	128.205	
51.62790	346.70	2.884	
51.68650	58.60	17.065	
51.92010	233.60	4.281	
51.94140	21.30	46.948	
52.13950	198.10	5.048	
52.41620	276.70	3.614	
52.49260	76.40	13.089	
52.71110	218.50	4.577	
52.84240	131.30	7.616	
52.89790	55.50	18.018	
53.27030	372.40	2.685	
53.43590	165.60	6.039	
53.84560	409.70	2.441	
54.82410	978.50	1.022	
55.12020	296.10	3.377	
55.38670	266.50	3.752	
55.61480	228.10	4.384	
56.59090	976.10	1.024	
56.98370	392.80	2.546	
57.31400	330.30	3.028	
57.87040	556.40	1.797	
58.13090	260.50	3.839	
59.01650	885.60	1.129	
59.56440	547.90	1.825	
59.99070	426.30	2.346	
61.07120	1080.50	0.925	
61.75130	680.10	1.470	
62.07080	319.50	3.130	
62.29150	220.70	4.531	
62.63260	341.10	2.932	
62.97160	339.00	2.950	
63.49310	521.50	1.918	
63.53590	42.80	23.364	
63.83810	302.20	3.309	
63.96390	125.80	7.949	
64.00980	45.90	21.786	
64.35480	345.00	2.899	
64.51520	160.40	6.234	
64.58690	71.70	13.947	
64.64740	60.50	16.529	
64.70710	59.70	16.750	
64.75340	46.30	21.598	
64.77180	18.40	54.348	
64.89860	126.80	7.886	
65.07140	172.80	5.787	
65.11510	43.70	22.883	
65.18610	71.00	14.085	
65.37050	184.40	5.423	
65.69830	327.80	3.051	
65.82300	124.70	8.019	
66.03290	209.90	4.764	
66.05260	19.70	50.761	
66.16890	116.30	8.598	
66.45130	282.40	3.541	
66.78940	338.10	2.958	
66.91270	123.30	8.110	
66.93230	19.60	51.020	
67.12800	195.70	5.110	
67.40380	275.80	3.626	
67.53580	132.00	7.576	
67.59760	61.80	16.181	
67.65130	53.70	18.622	
67.79040	139.10	7.189	
67.82870	38.30	26.110	
67.86990	41.20	24.272	
67.92670	56.80	17.606	
68.00310	76.40	13.089	
68.05530	52.20	19.157	
68.18270	127.40	7.849	
68.27860	95.90	10.428	
68.51760	239.00	4.184	
68.62880	111.20	8.993	
68.67000	41.20	24.272	
68.77700	107.00	9.346	
69.29460	517.60	1.932	
69.44370	149.10	6.707	
69.46980	26.10	38.314	
69.49800	28.20	35.461	
69.65370	155.70	6.423	
69.72500	71.30	14.025	
69.88780	162.80	6.143	
70.12150	233.70	4.279	
70.23470	113.20	8.834	
70.28930	54.60	18.315	
70.36850	79.20	12.626	
70.45390	85.40	11.710	
70.56240	108.50	9.217	
70.61680	54.40	18.382	
70.65850	41.70	23.981	
70.78310	124.60	8.026	
71.04860	265.50	3.766	
71.09540	46.80	21.368	
71.19730	101.90	9.814	
71.22890	31.60	31.646	
71.38040	151.50	6.601	
71.44080	60.40	16.556	
71.65490	214.10	4.671	
71.71730	62.40	16.026	
71.78830	71.00	14.085	
71.95840	170.10	5.879	
72.04030	81.90	12.210	
72.29740	257.10	3.890	
72.46010	162.70	6.146	
72.79330	333.20	3.001	
72.88160	88.30	11.325	
73.01430	132.70	7.536	
73.37620	361.90	2.763	
74.92670	1550.50	0.645	
484.85910	409932.40	0.002	
555.93780	71078.70	0.014	

t	54	54	
	Isi	Frequency	
[s]	[ms]	[Hz]	
306.90410	NaN	NaN	

t	55	55	
	Isi	Frequency	
[s]	[ms]	[Hz]	
148.57430	NaN	NaN	
413.03480	264460.50	0.004	
465.33540	52300.60	0.019	
474.75370	9418.30	0.106	
537.90310	63149.40	0.016	
552.09280	14189.70	0.070	
650.73830	98645.50	0.010	
672.64600	21907.70	0.046	

t	56	56	
	Isi	Frequency	
[s]	[ms]	[Hz]	
56.46090	NaN	NaN	
64.14480	7683.90	0.130	
68.21590	4071.10	0.246	
71.89470	3678.80	0.272	
72.17160	276.90	3.611	
77.01210	4840.50	0.207	
77.40070	388.60	2.573	
77.41780	17.10	58.480	
78.79710	1379.30	0.725	
83.36000	4562.90	0.219	
84.19730	837.30	1.194	
85.49860	1301.30	0.768	
85.52710	28.50	35.088	
85.95620	429.10	2.330	
86.18190	225.70	4.431	
86.19680	14.90	67.114	
86.24140	44.60	22.422	
86.72550	484.10	2.066	
86.90120	175.70	5.692	
86.96470	63.50	15.748	
87.07730	112.60	8.881	
87.16220	84.90	11.779	
87.25800	95.80	10.438	
87.30170	43.70	22.883	
87.32120	19.50	51.282	
87.41120	90.00	11.111	
87.55870	147.50	6.780	
87.57740	18.70	53.476	
87.60540	28.00	35.714	
87.63250	27.10	36.900	
87.67180	39.30	25.445	
87.69870	26.90	37.175	
87.75340	54.70	18.282	
87.85750	104.10	9.606	
88.20180	344.30	2.904	
88.31930	117.50	8.511	
88.48970	170.40	5.869	
88.55180	62.10	16.103	
88.58790	36.10	27.701	
88.61480	26.90	37.175	
88.83010	215.30	4.645	
88.92710	97.00	10.309	
89.54060	613.50	1.630	
90.02380	483.20	2.070	
90.79510	771.30	1.297	
91.10550	310.40	3.222	
91.30390	198.40	5.040	
91.50440	200.50	4.988	
91.78200	277.60	3.602	
91.90040	118.40	8.446	
92.04420	143.80	6.954	
92.15180	107.60	9.294	
92.39970	247.90	4.034	
92.68140	281.70	3.550	
93.01080	329.40	3.036	
93.06060	49.80	20.080	
94.03590	975.30	1.025	
94.14000	104.10	9.606	
95.12040	980.40	1.020	
95.28700	166.60	6.002	
95.44270	155.70	6.423	
95.50840	65.70	15.221	
95.63290	124.50	8.032	
95.70060	67.70	14.771	
95.88390	183.30	5.456	
96.54040	656.50	1.523	
96.70370	163.30	6.124	
96.81120	107.50	9.302	
96.96920	158.00	6.329	
96.99820	29.00	34.483	
97.40140	403.20	2.480	
97.58150	180.10	5.552	
97.64100	59.50	16.807	
97.89780	256.80	3.894	
97.96340	65.60	15.244	
98.07360	110.20	9.074	
98.11130	37.70	26.525	
98.61480	503.50	1.986	
98.70840	93.60	10.684	
98.78320	74.80	13.369	
98.87010	86.90	11.507	
99.23150	361.40	2.767	
99.74970	518.20	1.930	
99.90150	151.80	6.588	
100.02530	123.80	8.078	
100.35190	326.60	3.062	
100.42190	70.00	14.286	
100.54260	120.70	8.285	
100.82700	284.40	3.516	
101.14540	318.40	3.141	
101.48870	343.30	2.913	
101.52340	34.70	28.818	
101.58850	65.10	15.361	
102.30690	718.40	1.392	
102.53910	232.20	4.307	
102.81920	280.10	3.570	
103.14450	325.30	3.074	
103.20650	62.00	16.129	
103.41010	203.60	4.912	
104.24860	838.50	1.193	
106.26070	2012.10	0.497	
106.62330	362.60	2.758	

t	57	57	
	Isi	Frequency	
[s]	[ms]	[Hz]	
109.91990	NaN	NaN	
111.09930	1179.40	0.848	
209.06600	97966.70	0.010	
235.31670	26250.70	0.038	
245.96700	10650.30	0.094	
264.49010	18523.10	0.054	
318.79780	54307.70	0.018	
440.72600	121928.20	0.008	
440.75210	26.10	38.314	
440.93420	182.10	5.491	
441.13470	200.50	4.988	
625.02240	183887.70	0.005	

t	58	58	
	Isi	Frequency	
[s]	[ms]	[Hz]	
412.17560	NaN	NaN	
446.27610	34100.50	0.029	
457.73290	11456.80	0.087	
459.81380	2080.90	0.481	
495.19330	35379.50	0.028	
528.35590	33162.60	0.030	
560.55660	32200.70	0.031	
572.03410	11477.50	0.087	
619.79340	47759.30	0.021	

t	61	61	
	Isi	Frequency	
[s]	[ms]	[Hz]	
237.27050	NaN	NaN	

t	62	62	
	Isi	Frequency	
[s]	[ms]	[Hz]	

t	63	63	
	Isi	Frequency	
[s]	[ms]	[Hz]	
0.18210	NaN	NaN	
0.45460	272.50	3.670	
0.47660	22.00	45.455	
0.65580	179.20	5.580	
0.85450	198.70	5.033	
0.89970	45.20	22.124	
1.06750	167.80	5.959	
1.21690	149.40	6.693	
1.38030	163.40	6.120	
1.39260	12.30	81.301	
1.52620	133.60	7.485	
1.68610	159.90	6.254	
1.75760	71.50	13.986	
1.92020	162.60	6.150	
1.93230	12.10	82.645	
2.03260	100.30	9.970	
2.15360	121.00	8.264	
2.38070	227.10	4.403	
2.46030	79.60	12.563	
2.52440	64.10	15.601	
2.73940	215.00	4.651	
2.83450	95.10	10.515	
2.90000	65.50	15.267	
3.07560	175.60	5.695	
3.21330	137.70	7.262	
3.40010	186.80	5.353	
3.47150	71.40	14.006	
3.61330	141.80	7.052	
3.71320	99.90	10.010	
3.85220	139.00	7.194	
3.90320	51.00	19.608	
3.96420	61.00	16.393	
4.03370	69.50	14.388	
4.16880	135.10	7.402	
4.26570	96.90	10.320	
4.36460	98.90	10.111	
4.44420	79.60	12.563	
4.54260	98.40	10.163	
4.56600	23.40	42.735	
4.69660	130.60	7.657	
4.77060	74.00	13.514	
4.81110	40.50	24.691	
4.91560	104.50	9.569	
4.95990	44.30	22.573	
5.00470	44.80	22.321	
5.09400	89.30	11.198	
5.20050	106.50	9.390	
5.25740	56.90	17.575	
5.33250	75.10	13.316	
5.35720	24.70	40.486	
5.44940	92.20	10.846	
5.51660	67.20	14.881	
5.53840	21.80	45.872	
5.62010	81.70	12.240	
5.71260	92.50	10.811	
5.73200	19.40	51.546	
5.78330	51.30	19.493	
5.81830	35.00	28.571	
5.86530	47.00	21.277	
5.91130	46.00	21.739	
5.97090	59.60	16.779	
6.00680	35.90	27.855	
6.03810	31.30	31.949	
6.09870	60.60	16.502	
6.11480	16.10	62.112	
6.14560	30.80	32.468	
6.23300	87.40	11.442	
6.29930	66.30	15.083	
6.35840	59.10	16.920	
6.38350	25.10	39.841	
6.42490	41.40	24.155	
6.46450	39.60	25.253	
6.49310	28.60	34.965	
6.52070	27.60	36.232	
6.57460	53.90	18.553	
6.60340	28.80	34.722	
6.63390	30.50	32.787	
6.67610	42.20	23.697	
6.73100	54.90	18.215	
6.76510	34.10	29.326	
6.79180	26.70	37.453	
6.81760	25.80	38.760	
6.85660	39.00	25.641	
6.88620	29.60	33.784	
6.90510	18.90	52.910	
6.92730	22.20	45.045	
6.96170	34.40	29.070	
6.98750	25.80	38.760	
7.00130	13.80	72.464	
7.03130	30.00	33.333	
7.03740	6.10	163.934	
7.07610	38.70	25.840	
7.10690	30.80	32.468	
7.14490	38.00	26.316	
7.18290	38.00	26.316	
7.21210	29.20	34.247	
7.24560	33.50	29.851	
7.27260	27.00	37.037	
7.29970	27.10	36.900	
7.32130	21.60	46.296	
7.34790	26.60	37.594	
7.36950	21.60	46.296	
7.39900	29.50	33.898	
7.44500	46.00	21.739	
7.45920	14.20	70.423	
7.47680	17.60	56.818	
7.49990	23.10	43.290	
7.53440	34.50	28.986	
7.56300	28.60	34.965	
7.59330	30.30	33.003	
7.62800	34.70	28.818	
7.65520	27.20	36.765	
7.69970	44.50	22.472	
7.72430	24.60	40.650	
7.74260	18.30	54.645	
7.77910	36.50	27.397	
7.80350	24.40	40.984	
7.81970	16.20	61.728	
7.84830	28.60	34.965	
7.88370	35.40	28.249	
7.90530	21.60	46.296	
7.93680	31.50	31.746	
7.95600	19.20	52.083	
7.98390	27.90	35.842	
8.00720	23.30	42.918	
8.03620	29.00	34.483	
8.05550	19.30	51.813	
8.07740	21.90	45.662	
8.09980	22.40	44.643	
8.11700	17.20	58.140	
8.13950	22.50	44.444	
8.16360	24.10	41.494	
8.18170	18.10	55.249	
8.20820	26.50	37.736	
8.22310	14.90	67.114	
8.24320	20.10	49.751	
8.26920	26.00	38.462	
8.30510	35.90	27.855	
8.31750	12.40	80.645	
8.34140	23.90	41.841	
8.39240	51.00	19.608	
8.40670	14.30	69.930	
8.42910	22.40	44.643	
8.44700	17.90	55.866	
8.46470	17.70	56.497	
8.48800	23.30	42.918	
8.50770	19.70	50.761	
8.52700	19.30	51.813	
8.54490	17.90	55.866	
8.57320	28.30	35.336	
8.61450	41.30	24.213	
8.62840	13.90	71.942	
8.67340	45.00	22.222	
8.69030	16.90	59.172	
8.70930	19.00	52.632	
8.74210	32.80	30.488	
8.75640	14.30	69.930	
8.77620	19.80	50.505	
8.79030	14.10	70.922	
8.81820	27.90	35.842	
8.83920	21.00	47.619	
8.85350	14.30	69.930	
8.87480	21.30	46.948	
8.90660	31.80	31.447	
8.94000	33.40	29.940	
8.96000	20.00	50.000	
8.97940	19.40	51.546	
8.99490	15.50	64.516	
9.04760	52.70	18.975	
9.06180	14.20	70.423	
9.08370	21.90	45.662	
9.09430	10.60	94.340	
9.10620	11.90	84.034	
9.12050	14.30	69.930	
9.13550	15.00	66.667	
9.16860	33.10	30.211	
9.19960	31.00	32.258	
9.26020	60.60	16.502	
9.27650	16.30	61.350	
9.28870	12.20	81.967	
9.33930	50.60	19.763	
9.35600	16.70	59.880	
9.38580	29.80	33.557	
9.39750	11.70	85.470	
9.41290	15.40	64.935	
9.42860	15.70	63.694	
9.43930	10.70	93.458	
9.54590	106.60	9.381	
9.59640	50.50	19.802	
9.63880	42.40	23.585	
9.72720	88.40	11.312	
9.91990	192.70	5.189	
10.04160	121.70	8.217	
10.09010	48.50	20.619	
10.47780	387.70	2.579	
674.20040	663722.60	0.002	

t	64	64	
	Isi	Frequency	
[s]	[ms]	[Hz]	
517.81780	NaN	NaN	

t	66	66	
	Isi	Frequency	
[s]	[ms]	[Hz]	
87.25840	NaN	NaN	
87.55910	300.70	3.326	
537.04010	449481.00	0.002	

t	67	67	
	Isi	Frequency	
[s]	[ms]	[Hz]	
225.48110	NaN	NaN	

t	68	68	
	Isi	Frequency	
[s]	[ms]	[Hz]	
196.17100	NaN	NaN	
436.19120	240020.20	0.004	
525.80500	89613.80	0.011	

t	71	71	
	Isi	Frequency	
[s]	[ms]	[Hz]	
676.06800	NaN	NaN	

t	72	72	
	Isi	Frequency	
[s]	[ms]	[Hz]	
442.59130	NaN	NaN	
477.03080	34439.50	0.029	
577.04040	100009.60	0.010	
579.54650	2506.10	0.399	
618.75070	39204.20	0.026	
627.16680	8416.10	0.119	
664.04630	36879.50	0.027	
670.11150	6065.20	0.165	

t	73	73	
	Isi	Frequency	
[s]	[ms]	[Hz]	

t	74	74	
	Isi	Frequency	
[s]	[ms]	[Hz]	
212.51550	NaN	NaN	
591.17670	378661.20	0.003	
615.73580	24559.10	0.041	

t	75	75	
	Isi	Frequency	
[s]	[ms]	[Hz]	
237.27050	NaN	NaN	
651.30450	414034.00	0.002	

t	76	76	
	Isi	Frequency	
[s]	[ms]	[Hz]	

t	77	77	
	Isi	Frequency	
[s]	[ms]	[Hz]	
237.27050	NaN	NaN	

t	82	82	
	Isi	Frequency	
[s]	[ms]	[Hz]	
237.27050	NaN	NaN	
476.40860	239138.10	0.004	
522.44460	46036.00	0.022	
585.24950	62804.90	0.016	
629.14450	43895.00	0.023	

t	84	84	
	Isi	Frequency	
[s]	[ms]	[Hz]	
215.57070	NaN	NaN	
237.27050	21699.80	0.046	
332.45630	95185.80	0.011	

t	85	85	
	Isi	Frequency	
[s]	[ms]	[Hz]	
237.27050	NaN	NaN	

t	86	86	
	Isi	Frequency	
[s]	[ms]	[Hz]	
237.27050	NaN	NaN	

t	87	87	
	Isi	Frequency	
[s]	[ms]	[Hz]	
237.27050	NaN	NaN	


Binned Parameters:

t	12	12	13	13	14	14	17	17	21	21	22	22	24	24	25	25	26	26	27	27	28	28	31	31	32	32	33	33	34	34	35	35	36	36	37	37	38	38	41	41	43	43	44	44	45	45	46	46	48	48	51	51	52	52	53	53	54	54	55	55	56	56	57	57	58	58	61	61	62	62	63	63	64	64	66	66	67	67	68	68	71	71	72	72	73	73	74	74	75	75	76	76	77	77	82	82	84	84	85	85	86	86	87	87	
	Frequency	Number	Frequency	Number	Frequency	Number	Frequency	Number	Frequency	Number	Frequency	Number	Frequency	Number	Frequency	Number	Frequency	Number	Frequency	Number	Frequency	Number	Frequency	Number	Frequency	Number	Frequency	Number	Frequency	Number	Frequency	Number	Frequency	Number	Frequency	Number	Frequency	Number	Frequency	Number	Frequency	Number	Frequency	Number	Frequency	Number	Frequency	Number	Frequency	Number	Frequency	Number	Frequency	Number	Frequency	Number	Frequency	Number	Frequency	Number	Frequency	Number	Frequency	Number	Frequency	Number	Frequency	Number	Frequency	Number	Frequency	Number	Frequency	Number	Frequency	Number	Frequency	Number	Frequency	Number	Frequency	Number	Frequency	Number	Frequency	Number	Frequency	Number	Frequency	Number	Frequency	Number	Frequency	Number	Frequency	Number	Frequency	Number	Frequency	Number	Frequency	Number	Frequency	Number	
[s]	[Hz]	[-]	[Hz]	[-]	[Hz]	[-]	[Hz]	[-]	[Hz]	[-]	[Hz]	[-]	[Hz]	[-]	[Hz]	[-]	[Hz]	[-]	[Hz]	[-]	[Hz]	[-]	[Hz]	[-]	[Hz]	[-]	[Hz]	[-]	[Hz]	[-]	[Hz]	[-]	[Hz]	[-]	[Hz]	[-]	[Hz]	[-]	[Hz]	[-]	[Hz]	[-]	[Hz]	[-]	[Hz]	[-]	[Hz]	[-]	[Hz]	[-]	[Hz]	[-]	[Hz]	[-]	[Hz]	[-]	[Hz]	[-]	[Hz]	[-]	[Hz]	[-]	[Hz]	[-]	[Hz]	[-]	[Hz]	[-]	[Hz]	[-]	[Hz]	[-]	[Hz]	[-]	[Hz]	[-]	[Hz]	[-]	[Hz]	[-]	[Hz]	[-]	[Hz]	[-]	[Hz]	[-]	[Hz]	[-]	[Hz]	[-]	[Hz]	[-]	[Hz]	[-]	[Hz]	[-]	[Hz]	[-]	[Hz]	[-]	[Hz]	[-]	[Hz]	[-]	
1.00000	1.000	1	1.000	1	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	1.000	1	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	6.000	6	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	
2.00000	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	9.000	9	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	
3.00000	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	8.000	8	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	
4.00000	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	9.000	9	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	
5.00000	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	12.000	12	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	
6.00000	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	17.000	17	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	
7.00000	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	2.000	2	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	27.000	27	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	
