Multi Channel Experimenter Spike Analyzer ASCII Export


Instantaneous Parameters:

t	12	12	
	Isi	Frequency	
[s]	[ms]	[Hz]	
306.38780	NaN	NaN	
306.41090	23.10	43.290	
306.41940	8.50	117.647	
306.43860	19.20	52.083	
306.44220	3.60	277.778	
306.45680	14.60	68.493	
306.45980	3.00	333.333	
306.46280	3.00	333.333	
306.46570	2.90	344.828	
306.47190	6.20	161.290	
306.47500	3.10	322.581	
306.48750	12.50	80.000	
306.49250	5.00	200.000	
306.49900	6.50	153.846	
306.50430	5.30	188.679	
306.50760	3.30	303.030	
306.51120	3.60	277.778	
306.51800	6.80	147.059	
306.52350	5.50	181.818	
306.53160	8.10	123.457	
306.53760	6.00	166.667	
306.54230	4.70	212.766	
306.54820	5.90	169.492	
306.55130	3.10	322.581	
306.55440	3.10	322.581	
306.55820	3.80	263.158	
306.56330	5.10	196.078	
306.56560	2.30	434.783	
306.57010	4.50	222.222	
306.57410	4.00	250.000	
306.57620	2.10	476.190	
306.58240	6.20	161.290	
306.58720	4.80	208.333	
306.59130	4.10	243.902	
306.59630	5.00	200.000	
306.60030	4.00	250.000	
306.60370	3.40	294.118	
306.60970	6.00	166.667	
306.61380	4.10	243.902	
306.62220	8.40	119.048	
306.62510	2.90	344.828	
306.63110	6.00	166.667	
306.63610	5.00	200.000	
306.64050	4.40	227.273	
306.64660	6.10	163.934	
306.64870	2.10	476.190	
306.65400	5.30	188.679	
306.65610	2.10	476.190	
306.66010	4.00	250.000	
306.66280	2.70	370.370	
306.66720	4.40	227.273	
306.67360	6.40	156.250	
306.67810	4.50	222.222	
306.68210	4.00	250.000	
306.68790	5.80	172.414	
306.69230	4.40	227.273	
306.69730	5.00	200.000	
306.70100	3.70	270.270	
306.71010	9.10	109.890	
306.71720	7.10	140.845	
306.72040	3.20	312.500	
306.72610	5.70	175.439	
306.73390	7.80	128.205	
306.73760	3.70	270.270	
306.74340	5.80	172.414	
306.74580	2.40	416.667	
306.75100	5.20	192.308	
306.75930	8.30	120.482	
306.76520	5.90	169.492	
306.77170	6.50	153.846	
306.77540	3.70	270.270	
306.77760	2.20	454.545	
306.79130	13.70	72.993	
306.79740	6.10	163.934	
306.80920	11.80	84.746	
306.81960	10.40	96.154	
306.82370	4.10	243.902	
306.84100	17.30	57.803	
306.84850	7.50	133.333	
306.86160	13.10	76.336	
306.86860	7.00	142.857	
306.87460	6.00	166.667	
306.88160	7.00	142.857	
306.89490	13.30	75.188	
306.92390	29.00	34.483	
306.92910	5.20	192.308	
306.93460	5.50	181.818	
306.95360	19.00	52.632	
306.96210	8.50	117.647	
306.97390	11.80	84.746	
306.98320	9.30	107.527	
307.01400	30.80	32.468	
307.05530	41.30	24.213	
307.09630	41.00	24.390	
307.13630	40.00	25.000	
310.35830	3222.00	0.310	
310.44720	88.90	11.249	
310.47060	23.40	42.735	
310.48990	19.30	51.813	
310.52420	34.30	29.155	
310.59490	70.70	14.144	
310.66300	68.10	14.684	
513.74680	203083.80	0.005	
895.07970	381332.90	0.003	
895.11830	38.60	25.907	
895.19650	78.20	12.788	
895.23060	34.10	29.326	
895.24190	11.30	88.496	
895.24460	2.70	370.370	
895.24800	3.40	294.118	
895.28510	37.10	26.954	
895.29430	9.20	108.696	
895.37140	77.10	12.970	
1490.44710	595075.70	0.002	
1515.14760	24700.50	0.040	
1520.10600	4958.40	0.202	
1852.67180	332565.80	0.003	
1927.67900	75007.20	0.013	
2234.75400	307075.00	0.003	
2234.76820	14.20	70.423	
2234.78520	17.00	58.824	
2234.79010	4.90	204.082	
2234.79630	6.20	161.290	
2234.80280	6.50	153.846	
2234.81840	15.60	64.103	
2234.83170	13.30	75.188	
2234.88600	54.30	18.416	
2234.89570	9.70	103.093	
2234.90150	5.80	172.414	
2234.90620	4.70	212.766	
2234.91240	6.20	161.290	
2234.93250	20.10	49.751	
2234.94180	9.30	107.527	
2234.94620	4.40	227.273	
2234.97680	30.60	32.680	
2234.97890	2.10	476.190	
2235.00520	26.30	38.023	
2235.03860	33.40	29.940	
2235.05540	16.80	59.524	
2235.06370	8.30	120.482	
2235.06920	5.50	181.818	
2235.07570	6.50	153.846	
2235.09310	17.40	57.471	
2235.12790	34.80	28.736	
2235.17060	42.70	23.419	
2453.66370	218493.10	0.005	
2453.67150	7.80	128.205	
2453.68240	10.90	91.743	
2453.69200	9.60	104.167	
2453.70060	8.60	116.279	
2453.72020	19.60	51.020	
2453.73400	13.80	72.464	
2453.77090	36.90	27.100	
2453.81030	39.40	25.381	
2453.87370	63.40	15.773	
2453.89280	19.10	52.356	
2453.89890	6.10	163.934	
2453.95630	57.40	17.422	
2453.98020	23.90	41.841	
2556.90770	102927.50	0.010	
2556.98500	77.30	12.937	
2557.05200	67.00	14.925	
2694.55640	137504.40	0.007	
2735.12760	40571.20	0.025	
2807.93750	72809.90	0.014	
2898.55030	90612.80	0.011	
3240.52360	341973.30	0.003	

t	13	13	
	Isi	Frequency	
[s]	[ms]	[Hz]	
1558.49830	NaN	NaN	
2372.66280	814164.50	0.001	

t	14	14	
	Isi	Frequency	
[s]	[ms]	[Hz]	
306.26160	NaN	NaN	
306.30640	44.80	22.321	
306.37920	72.80	13.736	
306.38320	4.00	250.000	
306.40010	16.90	59.172	
306.40420	4.10	243.902	
306.41110	6.90	144.928	
306.42200	10.90	91.743	
306.43020	8.20	121.951	
306.43370	3.50	285.714	
306.44520	11.50	86.957	
306.45060	5.40	185.185	
306.45950	8.90	112.360	
306.49730	37.80	26.455	
306.50660	9.30	107.527	
306.51660	10.00	100.000	
306.52490	8.30	120.482	
306.53620	11.30	88.496	
306.54120	5.00	200.000	
306.56740	26.20	38.168	
306.57470	7.30	136.986	
306.58170	7.00	142.857	
306.58920	7.50	133.333	
306.59470	5.50	181.818	
