Multi Channel Experimenter Burst Analyzer ASCII Export


Parameters:

t	12	12	12	
	Duration	Count	Frequency	
[s]	[ms]	[-]	[Hz]	
834.79590	969.90	3	2.062	
1829.47060	144.60	2	6.916	
1831.80660	705.20	5	5.672	
1840.38710	138.20	2	7.236	
1843.21390	84.50	6	59.172	

t	13	13	13	
	Duration	Count	Frequency	
[s]	[ms]	[-]	[Hz]	
195.95410	34.30	2	29.155	
238.89660	20.90	3	95.694	
342.60160	15.80	2	63.291	
405.23290	15.90	3	125.786	
609.15640	18.10	3	110.497	
664.07890	45.00	2	22.222	
834.79680	517.90	2	1.931	
933.39270	10.20	2	98.039	
945.74850	24.50	2	40.816	
970.03220	27.60	2	36.232	
1083.09660	14.40	2	69.444	
1108.86140	35.00	2	28.571	
1773.66410	14.20	3	140.845	
1829.47060	144.90	2	6.901	
1831.80650	703.20	4	4.266	
1840.38710	138.10	2	7.241	
1843.21100	109.40	8	63.985	
1945.25110	10.10	2	99.010	
2332.47310	12.40	2	80.645	
2398.43870	17.30	2	57.803	
2727.34850	12.10	2	82.645	

t	14	14	14	
	Duration	Count	Frequency	
[s]	[ms]	[-]	[Hz]	
165.10020	54.40	2	18.382	
195.94140	250.90	2	3.986	
228.84770	299.80	3	6.671	
238.88180	268.00	2	3.731	
342.58520	194.40	2	5.144	
636.21240	289.80	2	3.451	
718.60250	308.10	3	6.491	
773.53050	357.00	5	11.204	
795.49020	350.20	3	5.711	
834.64540	669.40	3	2.988	
1156.91930	235.80	2	4.241	
1210.13080	231.30	2	4.323	
1388.23430	61.50	2	16.260	
1500.94650	274.80	2	3.639	
1510.48150	286.00	2	3.497	
1570.86350	382.90	3	5.223	
1731.73540	71.00	3	28.169	
1810.98060	439.90	3	4.546	
1829.47060	144.40	2	6.925	
1831.80670	840.60	5	4.759	
1840.38710	138.00	2	7.246	
1843.21130	102.30	4	29.326	
2014.86610	66.40	2	15.060	
2161.96610	64.90	2	15.408	
2250.95560	260.50	4	11.516	
2410.37070	217.20	3	9.208	
2447.89950	262.20	4	11.442	
2484.60320	249.70	6	20.024	
2554.72530	226.50	4	13.245	
2677.41630	294.00	3	6.803	
2818.79620	34.00	2	29.412	
3416.57520	50.70	2	19.724	
3443.40030	275.50	2	3.630	

t	15	15	15	
	Duration	Count	Frequency	
[s]	[ms]	[-]	[Hz]	
0.68720	96.60	2	10.352	
3.33350	328.80	2	3.041	
8.49000	695.80	3	2.874	
11.39420	3415.10	11	2.928	
32.08770	1728.90	5	2.314	
41.72390	140.80	2	7.102	
44.84190	1106.50	3	1.808	
48.34050	884.70	3	2.261	
51.86390	794.70	4	3.775	
55.53760	417.80	2	2.393	
73.70700	2589.60	7	2.317	
88.24610	228.40	2	4.378	
91.68790	702.70	3	2.846	
95.97530	250.50	3	7.984	
110.06260	198.80	4	15.091	
112.93300	1765.30	8	3.965	
120.49920	3322.90	9	2.408	
126.02020	1895.60	5	2.110	
134.56410	872.50	3	2.292	
140.49840	1155.00	3	1.732	
145.62150	2304.00	8	3.038	
150.32540	1031.70	6	4.846	
166.01800	4987.00	8	1.404	
175.13820	248.70	2	4.021	
178.75960	4930.50	8	1.420	
186.04200	198.50	3	10.076	
189.99350	168.70	2	5.928	
193.03960	2654.60	5	1.507	
200.23730	566.60	4	5.295	
205.17940	58.50	2	17.094	
207.36740	526.50	2	1.899	
211.13450	5456.60	13	2.199	
230.97970	226.30	2	4.419	
243.40300	717.40	3	2.788	
247.03190	3724.90	10	2.416	
261.17960	4046.30	8	1.730	
273.65410	3947.10	8	1.773	
282.61490	274.00	3	7.299	
288.63910	1703.60	4	1.761	
292.89780	170.70	2	5.858	
302.89220	6822.30	15	2.052	
311.83570	766.90	6	6.520	
315.29380	1448.10	4	2.072	
319.20540	3234.50	6	1.546	
325.73300	2719.40	8	2.574	
331.08210	2228.50	4	1.346	
