Multi Channel Experimenter Burst Analyzer ASCII Export


Parameters:

t	12	12	12	
	Duration	Count	Frequency	
[s]	[ms]	[-]	[Hz]	
19.38410	24.90	3	80.321	
45.00060	202.90	9	39.428	
47.22640	1960.70	6	2.550	
57.99580	5032.40	10	1.788	
75.24060	3524.70	11	2.837	
103.14910	1586.70	6	3.151	
107.62790	401.20	4	7.478	
110.29920	3011.40	6	1.660	
143.92150	2278.00	9	3.512	
159.89180	1771.50	5	2.258	
174.03500	16.30	5	245.399	
176.20830	1058.90	10	8.499	
179.86710	162.00	6	30.864	
184.91180	34.10	2	29.326	
204.83750	3158.90	7	1.899	
213.49230	81.50	6	61.350	
233.85470	177.10	6	28.233	
238.95590	27.10	4	110.701	
251.26980	206.10	6	24.260	
254.11390	583.40	2	1.714	
257.84750	2015.60	17	7.938	
265.70220	1692.20	8	4.137	
290.50820	413.60	2	2.418	
294.16670	97.50	3	20.513	
305.42430	449.80	2	2.223	
308.62570	124.10	8	56.406	
314.67830	18.50	3	108.108	
319.73300	536.10	4	5.596	
322.93810	740.60	8	9.452	
344.00020	335.40	4	8.945	
352.11920	361.40	7	16.602	
362.05290	300.50	2	3.328	
364.42080	317.40	6	15.753	
366.87840	48.10	3	41.580	
370.45510	1543.90	12	7.125	
380.22390	1819.50	7	3.298	
396.38290	1916.90	10	4.695	
439.36260	383.90	4	7.815	
444.38740	11.40	2	87.719	
449.74970	436.00	2	2.294	
453.61040	303.20	3	6.596	
457.21520	43.80	3	45.662	
463.78760	2328.20	13	5.154	
468.45140	485.60	3	4.119	
474.51070	381.50	4	7.864	
478.15310	446.60	3	4.478	
506.92880	233.00	5	17.167	
521.26260	219.80	11	45.496	
526.38710	136.80	9	58.480	
528.71620	1921.50	4	1.561	
533.85390	405.50	2	2.466	
537.73770	1079.60	3	1.853	
543.65940	215.30	7	27.868	
548.52940	590.90	6	8.462	
563.29110	163.70	7	36.652	
579.14590	100.90	6	49.554	
581.76690	1553.60	4	1.931	
594.58180	582.40	5	6.868	
604.24130	203.50	8	34.398	
608.27790	12.80	2	78.125	
612.46420	21.10	2	47.393	
640.71820	22.70	2	44.053	
667.46290	272.50	6	18.349	
673.33110	572.40	2	1.747	
681.63720	51.60	3	38.760	
684.03950	2246.20	6	2.226	
719.47450	560.70	2	1.783	
728.19720	10.20	2	98.039	
738.09800	2276.50	8	3.075	
745.16930	2406.80	19	7.479	
751.35590	38.30	2	26.110	
776.21580	562.80	3	3.554	
787.69740	96.20	6	51.975	
789.93620	260.10	6	19.223	
804.05300	262.50	11	38.095	
820.44040	328.40	2	3.045	
862.11330	120.00	4	25.000	
867.69760	21.20	6	235.849	
876.03350	377.80	2	2.647	
878.65120	982.10	10	9.164	
884.42690	72.60	3	27.548	
890.85430	76.40	2	13.089	
906.75700	340.90	7	17.600	
911.45810	246.90	2	4.050	
916.73070	189.50	9	42.216	
926.92920	131.90	2	7.582	
941.35340	847.00	9	9.445	
969.78900	125.40	7	47.847	
981.46880	14.70	3	136.054	
983.72750	140.30	6	35.638	
997.19860	25.80	3	77.519	
1012.18470	179.80	3	11.123	
1023.23750	299.80	3	6.671	
1036.18780	265.20	5	15.083	
1055.41700	784.40	5	5.099	
1065.21650	99.90	4	30.030	
1068.80040	78.90	4	38.023	
1074.90610	374.80	4	8.004	
1090.79490	379.10	10	23.740	
1095.04840	1290.90	9	6.197	
1105.18930	157.50	8	44.444	
1109.57250	2751.00	7	2.181	
1136.61940	75.50	4	39.735	
1140.32800	246.40	5	16.234	
1144.16630	191.20	10	47.071	
1151.47020	136.60	9	58.565	
1166.43660	261.00	5	15.326	
1169.24800	323.50	3	6.182	
1187.33790	568.70	2	1.758	
1203.42650	166.40	9	48.077	
1208.59110	331.20	3	6.039	
1228.44690	131.40	6	38.052	
1234.04220	928.20	10	9.696	
1252.42500	393.00	4	7.634	
