Multi Channel Experimenter Spike Analyzer ASCII Export


Instantaneous Parameters:

t	12	12	
	Isi	Frequency	
[s]	[ms]	[Hz]	
5.65900	NaN	NaN	
1046.37590	1040716.90	0.001	
1046.38440	8.50	117.647	
1046.39780	13.40	74.627	
1046.40370	5.90	169.492	
1046.44040	36.70	27.248	
1046.44560	5.20	192.308	
1046.44840	2.80	357.143	
1046.48440	36.00	27.778	
1046.49700	12.60	79.365	
1046.50250	5.50	181.818	
1046.50900	6.50	153.846	
1046.52340	14.40	69.444	
1046.52760	4.20	238.095	
1046.53150	3.90	256.410	
1046.53400	2.50	400.000	
1046.87820	344.20	2.905	
1059.62200	12743.80	0.078	
1338.37910	278757.10	0.004	
1363.54030	25161.20	0.040	
1564.44340	200903.10	0.005	
1600.35840	35915.00	0.028	
1661.77640	61418.00	0.016	
1759.74570	97969.30	0.010	
1925.29240	165546.70	0.006	
1965.38330	40090.90	0.025	
2016.17250	50789.20	0.020	
2042.84090	26668.40	0.037	
2049.18420	6343.30	0.158	
2064.72320	15539.00	0.064	
2123.07270	58349.50	0.017	
2173.94420	50871.50	0.020	
2186.47680	12532.60	0.080	
2237.98300	51506.20	0.019	
2241.29900	3316.00	0.302	
2268.97920	27680.20	0.036	
2299.80440	30825.20	0.032	
2302.05390	2249.50	0.445	
2400.12540	98071.50	0.010	
2421.10380	20978.40	0.048	
2422.17450	1070.70	0.934	
2438.08460	15910.10	0.063	
2445.41690	7332.30	0.136	
2457.09840	11681.50	0.086	
2478.34200	21243.60	0.047	
2493.59180	15249.80	0.066	
2505.89950	12307.70	0.081	
2510.04530	4145.80	0.241	
2537.45200	27406.70	0.036	
2539.93890	2486.90	0.402	
2544.17730	4238.40	0.236	
2548.12490	3947.60	0.253	
2560.52440	12399.50	0.081	
2562.15640	1632.00	0.613	
2581.09560	18939.20	0.053	
2584.19790	3102.30	0.322	
2600.73160	16533.70	0.060	
2628.81610	28084.50	0.036	
2642.12000	13303.90	0.075	
2644.59440	2474.40	0.404	
2703.84410	59249.70	0.017	
2708.68680	4842.70	0.206	
2745.08890	36402.10	0.027	
2795.36150	50272.60	0.020	
2808.35320	12991.70	0.077	
2823.91740	15564.20	0.064	
2834.97100	11053.60	0.090	
2942.19070	107219.70	0.009	
2955.59340	13402.70	0.075	
2985.76530	30171.90	0.033	
3016.00500	30239.70	0.033	
3029.51930	13514.30	0.074	
3032.54910	3029.80	0.330	
3052.66540	20116.30	0.050	
3073.66520	20999.80	0.048	
3078.33970	4674.50	0.214	
3080.11560	1775.90	0.563	
3085.00950	4893.90	0.204	
3085.92520	915.70	1.092	
3111.05710	25131.90	0.040	
3122.31280	11255.70	0.089	
3155.87580	33563.00	0.030	
3157.72030	1844.50	0.542	
3159.94010	2219.80	0.450	
3163.62080	3680.70	0.272	
3201.51550	37894.70	0.026	
3203.89930	2383.80	0.419	
3213.29950	9400.20	0.106	
3215.62070	2321.20	0.431	
3223.08750	7466.80	0.134	
3271.89640	48808.90	0.020	
3290.57590	18679.50	0.054	
3303.20230	12626.40	0.079	
3353.08550	49883.20	0.020	
3369.11700	16031.50	0.062	
3376.30520	7188.20	0.139	
3382.48920	6184.00	0.162	
3386.45490	3965.70	0.252	
3387.72160	1266.70	0.789	
3393.21140	5489.80	0.182	
3413.00950	19798.10	0.051	
3428.28550	15276.00	0.065	
3449.02430	20738.80	0.048	
3496.03250	47008.20	0.021	
3524.64850	28616.00	0.035	
3530.10150	5453.00	0.183	
3540.74550	10644.00	0.094	
3552.95410	12208.60	0.082	
3592.48980	39535.70	0.025	
3656.03530	63545.50	0.016	
3662.10970	6074.40	0.165	
3664.37640	2266.70	0.441	
3666.47590	2099.50	0.476	
3684.19490	17719.00	0.056	
3692.81380	8618.90	0.116	
3718.64690	25833.10	0.039	
3739.33710	20690.20	0.048	

t	13	13	
	Isi	Frequency	
[s]	[ms]	[Hz]	
825.81850	NaN	NaN	
865.76690	39948.40	0.025	
1040.39990	174633.00	0.006	
1046.37590	5976.00	0.167	
1046.39790	22.00	45.455	
1046.44070	42.80	23.364	
1046.44580	5.10	196.078	
1046.44860	2.80	357.143	
1046.48440	35.80	27.933	
1046.49700	12.60	79.365	
1046.50250	5.50	181.818	
1046.50900	6.50	153.846	
1046.52360	14.60	68.493	
1046.52580	2.20	454.545	
1046.52820	2.40	416.667	
1046.53120	3.00	333.333	
1046.53350	2.30	434.783	
1046.87820	344.70	2.901	
1236.89320	190015.00	0.005	
1318.60090	81707.70	0.012	
1385.46440	66863.50	0.015	
1628.62750	243163.10	0.004	
1657.58740	28959.90	0.035	
1697.44550	39858.10	0.025	
1721.39450	23949.00	0.042	
1776.37180	54977.30	0.018	
1812.47360	36101.80	0.028	
1825.92450	13450.90	0.074	
1850.30180	24377.30	0.041	
1855.44530	5143.50	0.194	
1921.01870	65573.40	0.015	
1936.56340	15544.70	0.064	
1982.98720	46423.80	0.022	
2076.51950	93532.30	0.011	
2129.92240	53402.90	0.019	
2187.05960	57137.20	0.018	
2225.12340	38063.80	0.026	
2253.40930	28285.90	0.035	
2286.10420	32694.90	0.031	
2292.84360	6739.40	0.148	
2354.34650	61502.90	0.016	
2394.75040	40403.90	0.025	
2400.44840	5698.00	0.176	
2441.02050	40572.10	0.025	
2464.77030	23749.80	0.042	
2487.18330	22413.00	0.045	
2489.00420	1820.90	0.549	
2503.49930	14495.10	0.069	
2509.73540	6236.10	0.160	
2516.63690	6901.50	0.145	
2591.93440	75297.50	0.013	
2600.08080	8146.40	0.123	
2611.39230	11311.50	0.088	
2612.95490	1562.60	0.640	
2615.63940	2684.50	0.373	
2658.78170	43142.30	0.023	
2680.27770	21496.00	0.047	
2682.98640	2708.70	0.369	
2725.76200	42775.60	0.023	
2734.81510	9053.10	0.110	
2784.86810	50053.00	0.020	
