Multi Channel Experimenter Burst Analyzer ASCII Export


Parameters:

t	12	12	12	
	Duration	Count	Frequency	
[s]	[ms]	[-]	[Hz]	
74.61160	508.20	6	9.839	
812.98720	451.50	7	13.289	
883.53230	471.90	8	14.834	
932.28270	29.60	4	101.351	
1477.43210	433.20	8	16.159	
1626.53340	483.50	9	16.546	
1748.46180	443.20	9	18.051	
1897.42850	507.30	14	25.626	
2112.14360	272.00	10	33.088	
2250.26210	534.00	12	20.599	
2322.21730	547.20	12	20.102	
2389.80590	30.70	4	97.720	
2463.14900	508.80	21	39.308	

t	13	13	13	
	Duration	Count	Frequency	
[s]	[ms]	[-]	[Hz]	
74.60660	559.10	4	5.366	
188.35630	407.80	14	31.878	
580.79930	60.00	5	66.667	
812.98070	556.30	5	7.190	
883.52520	541.50	8	12.927	
1138.32350	359.40	14	36.171	
1477.42510	542.20	5	7.377	
1626.52570	647.60	14	20.074	
1650.13230	297.20	16	50.471	
1748.45720	586.40	6	8.527	
1897.43060	574.10	11	17.419	
2112.11440	661.70	26	37.781	
2250.25930	607.10	5	6.589	
2258.08070	394.60	25	60.821	
2322.21380	553.70	7	10.836	
2389.82380	15.70	3	127.389	
2463.14750	622.40	14	20.887	
2623.52720	137.20	5	29.155	

t	14	14	14	
	Duration	Count	Frequency	
[s]	[ms]	[-]	[Hz]	
74.60090	1034.20	7	5.802	
208.88480	20.50	3	97.561	
812.97560	1146.70	10	7.849	
883.51990	635.40	6	7.869	
1138.29220	512.80	7	11.700	
1477.41790	710.90	4	4.220	
1626.52120	739.50	9	10.818	
1650.11150	469.90	9	17.025	
1748.45540	663.40	5	6.030	
1897.42370	786.00	6	6.361	
2111.99140	933.60	19	19.280	
2250.25320	749.30	3	2.669	
2258.06260	540.60	7	11.099	
2322.21030	650.40	5	6.150	
2463.14340	739.30	9	10.821	
2623.51720	217.00	3	9.217	

t	15	15	15	
	Duration	Count	Frequency	
[s]	[ms]	[-]	[Hz]	

t	16	16	16	
	Duration	Count	Frequency	
[s]	[ms]	[-]	[Hz]	
0.36610	19.20	3	104.167	
2042.88020	377.00	4	7.958	
2048.88680	3089.10	11	3.237	
2054.40200	1805.80	6	2.769	
2058.26980	1102.80	21	18.136	
2062.10850	1425.00	13	8.421	
2065.73990	1636.00	9	4.890	
2070.93360	2154.20	11	4.642	
2076.54760	1952.10	12	5.635	
2081.27350	15151.30	79	5.148	
2186.60970	55.30	4	54.250	
2223.10440	117.00	3	17.094	
2243.45580	29.30	3	68.259	
2257.42950	2099.50	13	5.716	
2261.74560	1755.80	7	3.417	
2265.64710	2174.00	9	3.680	
2270.51160	3427.10	35	9.921	
2277.04680	2790.80	12	3.942	
2289.46800	4753.10	30	6.101	
2296.58720	84.90	6	58.893	
2312.87120	5546.90	15	2.524	
2342.00260	26838.10	186	6.893	
2370.86650	143.70	2	6.959	
2373.47020	2483.70	12	4.429	
2378.61300	710.90	5	5.627	
2382.71960	60139.40	396	6.568	
2445.30880	5593.40	34	5.900	
2454.88420	85263.60	562	6.580	
2543.67670	1483.20	4	2.023	
2548.25440	8733.90	37	4.122	
2563.35930	2950.10	28	9.152	
2568.61180	6356.90	24	3.618	
2580.35290	5235.60	30	5.539	
2589.87040	21011.80	128	6.044	
2616.04400	12040.30	97	7.973	
2630.27090	281.30	8	24.884	
2642.02940	34630.60	222	6.382	
2691.79680	12.30	2	81.301	
2708.58240	70.10	5	57.061	
2710.75280	1078.30	10	8.346	
2714.10400	875.00	17	18.286	
2718.75900	22.40	2	44.643	
2724.70300	43.40	4	69.124	
2738.34950	35.80	3	55.866	

t	17	17	17	
	Duration	Count	Frequency	
[s]	[ms]	[-]	[Hz]	
74.62240	373.60	15	37.473	
156.36590	38.40	4	78.125	
280.15860	18.80	2	53.191	
583.27580	143.60	2	6.964	
599.49690	29.40	3	68.027	
